field_id,title,field_house,field_card_type,field_front_image,field_card_text,field_traits,field_amber,field_power,field_armor,field_rarity,field_flavor_text,field_card_number,field_expansion,field_is_maverick
d5aabe84-2155-4e26-96bc-67e1cbaa1b9d,Witch of the Wilds,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_347_44X322787G78_en.png,"During each turn in which Untamed is not your active house, you may play one Untamed card.",Beast • Witch,0,4,0,Rare,,347,341,False
253588cf-4fd5-4022-9c5c-a2b3693e21f0,Poison Wave,Shadows,Action,https://cdn.keyforgegame.com/media/card_front/en/341_280_3W4H8F78V4FG_en.png,Play: Deal 2<D> to each creature.,,1,0,0,Common,“Totally Tubular!” – Quixo the “Adventurer”,280,341,False
f65fea34-6c03-4d02-8434-02192dba72be,Briar Grubbling,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_348_X9R7J6J64H38_en.png,"Hazardous 5. (Before this creature is attacked, deal 5<D> to the attacking enemy.)",Beast • Insect,0,2,0,Rare,Nature says “do not touch” in so many creative ways. ,348,341,False
f14abd8e-6732-4afe-8679-c1059fc31edf,Twin Bolt Emission,Logos,Action,https://cdn.keyforgegame.com/media/card_front/en/341_124_636R5683G3F_en.png,Play: Deal 2<D> to a creature and deal 2<D> to a different creature.,,1,0,0,Common,,124,341,False
429e5d71-40bc-4ff4-ae81-4d5c0c10d15e,Dodger,Shadows,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_308_4VWXF7969J9H_en.png,Fight: Steal 1<A>.,Elf • Thief,0,5,0,Common,"“What did you do, Tiny?” –Valdr",308,341,False
ac834ffc-01d5-4f35-8efe-982a746bdf3d,Total Recall,Mars,Action,https://cdn.keyforgegame.com/media/card_front/en/341_179_69V9P82V8QCF_en.png,"Play: For each friendly ready creature, gain 1<A>. Return each friendly creature to your hand.",,1,0,0,Rare,,179,341,False
78f1a306-5e1d-4155-90d4-a4f0646c5c4c,Bigtwig,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_346_GFJP96HGWG24_en.png,Bigtwig can only fight stunned creatures. Reap: Stun and exhaust a creature.,Beast,0,7,0,Uncommon,,346,341,False
10715fd2-031a-47ca-9119-9b7b2ec1d2c0,Fear,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_58_7RV7CX53R83P_en.png,Play: Return an enemy creature to its owner’s hand.,,0,0,0,Common,,58,341,False
2d0d0224-b954-47df-9bed-9161a7742815,Library of the Damned,Dis,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_76_QR2M3J84P2GX_en.png,Action: Archive a card.,Location,0,0,0,Uncommon,”This place takes the idea of losing yourself in a book to a whole new level.” – Doc Bookton,76,341,False
62c1aa96-491a-4dbe-a5a3-6895d55e2311,Key Hammer,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_66_RR9GCHVXP44C_en.png,"Play: If your opponent forged a key on their previous turn, unforge it. Your opponent gains 6<A>. ",,1,0,0,Uncommon,What time is it?,66,341,False
39f255c4-2ca4-4e7e-ba44-88ac0fcaeb1b,Pit Demon,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_92_CRW34FMH3JF2_en.png,Action: Steal 1<A>.,Demon,0,5,0,Common,"“They come from another world, they are pure evil made flesh and steel, and they lurk in the darkest corners of the land. Yes, I’m comfortable calling them ‘demons.’” –Science Officer Wu",92,341,False
8bd62dbc-77ac-400d-a31a-ca2e9c57728e,Sample Collection,Mars,Action,https://cdn.keyforgegame.com/media/card_front/en/341_175_6FF5HPJG5FFV_en.png,"Play: Put an enemy creature into your archives for each key your opponent has forged. If any of these creatures leave your archives, they are put into their owner’s hand instead.",,0,0,0,Uncommon,,175,341,False
e52d5652-7365-4644-8b7f-e929035ca2c5,Giant Sloth,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_354_9QP6FJMQC6W8_en.png,You cannot use this card unless you have discarded an Untamed card from your hand this turn.Action: Gain 3<A>.,Beast,0,6,0,Rare,,354,341,False
953bbe23-df2b-4459-a3f6-beca7cd49a34,Wild Wormhole,Logos,Action,https://cdn.keyforgegame.com/media/card_front/en/341_125_H2RWQ5VF7V7_en.png,Play: Play the top card of your deck.,,1,0,0,Common,"“But if we ever do recover the dataprobe, think of what we will learn!” ",125,341,False
7402a14d-d397-4a4c-9415-b84e231e0aa6,One Stood Against Many,Sanctum,Action,https://cdn.keyforgegame.com/media/card_front/en/341_223_PHQJHJ4P73J2_en.png,"Play: Ready and fight with a friendly creature 3 times, each time against a different enemy creature. Resolve these fights one at a time.",,1,0,0,Rare,,223,341,False
c225caa0-5e29-4b7d-8b89-aa7cbf3f4b14,Drumble,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_82_HVV8PJ352J78_en.png,"Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Play: If your opponent has 7<A> or more, capture all of it.",Imp,0,2,0,Uncommon,,82,341,False
753bfb51-4ba7-4c0a-b141-a5b6388498c0,Battle Fleet,Mars,Action,https://cdn.keyforgegame.com/media/card_front/en/341_161_FPHCPHPMX8W8_en.png,"Play: Reveal any number of Mars cards from your hand. For each card revealed this way, draw 1 card.",,1,0,0,Uncommon,,161,341,False
c88c632e-743e-4f81-a9de-f61cddcbcaf5,Virtuous Works,Sanctum,Action,https://cdn.keyforgegame.com/media/card_front/en/341_230_848RC8PR567J_en.png,(Vanilla),,3,0,0,Uncommon,"On the Crucible, there is no sanctimony. There is only Sanctumony.",230,341,False
9300339c-18a0-43f2-93cc-1937cfafb17b,Irradiated Æmber,Mars,Action,https://cdn.keyforgegame.com/media/card_front/en/341_165_V5XGG2973F82_en.png,"Play: If your opponent has 6<A> or more, deal 3<D> to each enemy creature.",,1,0,0,Rare,“They poisoned Mars. We must not let them do the same here.” –Eldest Bear,165,341,False
9152cbad-d83f-4ee4-9846-87cc60d185f1,Snudge,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_97_RM5XHC9QXGC5_en.png,Fight/Reap: Return an artifact or flank creature to its owner’s hand.,Demon,0,4,0,Uncommon,It’s only sensible to fear the dark. ,97,341,False
42fcdd0d-9be6-4602-ae47-1e8ef088751b,Bulwark,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_238_4GJR4VPM7M26_en.png,Each of Bulwark’s neighbors gets +2 armor.,Human • Knight,0,4,2,Common,“Let me be thy shield.”,238,341,False
b13b68ab-489c-47bc-803e-e87792edb931,Spectral Tunneler,Logos,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_133_FJGQFR6XJPHQ_en.png,"Action: Choose a creature. For the remainder of the turn, that creature is considered a flank creature and gains, “Reap: Draw a card.”",Item,1,0,0,Uncommon,,133,341,False
1ad71526-2782-4e56-a7b9-a0579fd63688,Loot the Bodies,Brobnar,Action,https://cdn.keyforgegame.com/media/card_front/en/341_10_48CVW9F66MJ8_en.png,"Play: For the remainder of the turn, gain 1<A> each time an enemy creature is destroyed.",,0,0,0,Common,“Loot the Bodies! Hit the Floor! Loot the Bodies! Hit the Floor!” –Brobnar War Chant,10,341,False
5a521238-f524-48e3-b121-40c16e1f7610,Doc Bookton,Logos,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_139_678M74P9FW66_en.png,Reap: Draw a card.,Human • Scientist,0,5,0,Common,"“Don’t worry, Momo. We’ll have this quantum death ray installed in no time.”",139,341,False
15f1a6f4-873f-4fa9-a080-7f01e72bbff1,Relentless Whispers,Shadows,Action,https://cdn.keyforgegame.com/media/card_front/en/341_281_MPVFFW3882CJ_en.png,"Play: Deal 2<D> to a creature. If this damage destroys that creature, steal 1<A>.",,1,0,0,Common,,281,341,False
cc44ca9a-6994-4897-9308-ff332cc8de57,Phosphorus Stars,Mars,Action,https://cdn.keyforgegame.com/media/card_front/en/341_173_H5C875HQR3RC_en.png,Play: Stun each non-Mars creature. Gain 2 chains.,,0,0,0,Common,"“Martians love da smell of dis spice, but it reminds me of Old Bruno’s feet.” - Dodger",173,341,False
1691e035-1eab-41de-ad18-26245265e64f,EMP Blast,Mars,Action,https://cdn.keyforgegame.com/media/card_front/en/341_163_HWF789XR9CMR_en.png,Play: Each Mars creature and each Robot creature is stunned. Each artifact is destroyed.,,1,0,0,Uncommon,,163,341,False
0cc7c1ea-5196-40ff-b408-f31997c8ab4d,Crystal Hive,Mars,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_182_QC7VW6G544RQ_en.png,"Action: For the remainder of the turn, gain 1<A> each time a creature reaps.",Location,0,0,0,Uncommon,Behold the glory of Nova Hellas!,182,341,False
bbd788cd-1f8d-4950-a7c1-bc7fe5c0d49a,Oubliette,Shadows,Action,https://cdn.keyforgegame.com/media/card_front/en/341_278_Q96GRFMV34CP_en.png,Play: Purge a creature with power 3 or lower.,,0,0,0,Uncommon,“I forgot we had this down here!”,278,341,False
cda55db6-24e5-4e79-ac36-28482898dd4f,Grey Monk,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_244_4V54R77GCW9M_en.png,Each friendly creature gets +1 armor. Reap: Heal 2 damage from a creature.,Human • Priest,0,3,0,Uncommon,,244,341,False
551a951f-39cc-4f13-8070-c0758066769c,Subtle Maul,Shadows,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_294_VJXHQQVX3C86_en.png,Action: Your opponent discards a random card from their hand.,Weapon,0,0,0,Uncommon,,294,341,False
f7104dfc-2f68-4ed5-aa4d-5d8d73960066,Hecatomb,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_63_4HRPQ25HC9QR_en.png,Play: Destroy each Dis creature. Each player gains 1<A> for each creature they controlled that was destroyed this way.,,1,0,0,Rare,,63,341,False
3c5c1881-486c-4911-a3ce-497ef258e8ba,Batdrone,Logos,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_136_82MF23JH58M3_en.png,"Skirmish. (When you use this creature to fight, it is dealt no damage in return.)Fight: Steal 1<A>.",Robot,0,2,0,Common,The worst part is the singing.,136,341,False
b45eaa7a-22cd-4cd1-96bd-a240b63bea9f,Staunch Knight,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_259_F6VVWM6QHCRR_en.png,Staunch Knight gets +2 power while it is on a flank.,Human • Knight,0,4,2,Common,,259,341,False
3cd0e141-6115-4719-a09e-8e0867fe567c,Murmook,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_361_WHJM9F6QF2MF_en.png,Your opponent’s keys cost +1<A>.,Beast,0,3,0,Common,“Look out for the pincers and don’t make it crabby. “ –Dr. Escotera,361,341,False
5fc44836-83fd-4a10-af61-9168db728cc0,Mindwarper,Mars,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_196_QG3353H2HJFM_en.png,"Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Action: Choose an enemy creature. It captures 1<A> from its own side.",Martian • Scientist,0,2,0,Common,,196,341,False
cdcef2b8-b0ca-4401-a386-dd3ae43d3f23,Creeping Oblivion,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_56_4RHHVXPC3X35_en.png,Play: Purge up to 2 cards from a discard pile.,,1,0,0,Rare,"“As far as oblivions go, it’s in my bottom three.” –Dr. Escotera",56,341,False
f96b20b3-df0e-4d43-a737-e7fa56ff690b,Full Moon,Untamed,Action,https://cdn.keyforgegame.com/media/card_front/en/341_323_CMWHFWX8HM52_en.png,"Play: For the remainder of the turn, gain 1<A> each time you play a creature.",,0,0,0,Common,"”Mathematically, a moon orbiting the Crucible is impossible.””Then what is that?!”",323,341,False
cc7b8381-1418-45e5-b328-7c538fa73407,Ritual of Balance,Untamed,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_342_CCCJH6Q4C2GR_en.png,"Action: If your opponent has 6<A> or more, steal 1<A>.",Power,0,0,0,Uncommon,"Is balance a means to an end, or an end in itself? ",342,341,False
22f59906-7f34-43e9-8285-836765e2c418,Way of the Wolf,Untamed,Upgrade,https://cdn.keyforgegame.com/media/card_front/en/341_370_J935FXX4XCJW_en.png,"This creature gains skirmish.  (When you use this creature to fight, it is dealt no damage in return.)",,1,0,0,Uncommon,,370,341,False
f05fadd1-0c4e-4242-9386-c5c6d112e124,Biomatrix Backup,Mars,Upgrade,https://cdn.keyforgegame.com/media/card_front/en/341_208_77VHC8FXXP27_en.png,"This creature gains, “Destroyed: You may put this creature into its owner's archives.” ",,1,0,0,Common,,208,341,False
bdbb4933-b2f1-403b-986d-bbdec111b76b,Commpod,Mars,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_181_MXX6XH3QQRCV_en.png,"Action: Reveal any number of Mars cards from your hand. For each card revealed this way, you may ready one Mars creature.",Item,0,0,0,Rare,,181,341,False
56252b23-94a4-46ac-a566-be6793ecbdfe,Blinding Light,Sanctum,Action,https://cdn.keyforgegame.com/media/card_front/en/341_213_P3Q4X37QMP7V_en.png,Play: Choose a house. Stun each creature of that house.,,1,0,0,Common,,213,341,False
4a996715-f2c1-46e5-b80e-f285c1d36439,Bad Penny,Shadows,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_296_QF774F23G6MR_en.png,Destroyed: Return Bad Penny to your hand.,Human • Thief,0,1,0,Common,A Bad Penny saved is a Bad Penny earned.,296,341,False
74422031-b763-4f04-9f90-3f580ad69d3f,Silvertooth,Shadows,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_311_69G639M8F4F2_en.png,Silvertooth enters play ready.,Elf • Thief,0,2,0,Common,"If you see teeth gleaming in the dark, it’s already too late.",311,341,False
0e5e8a55-ab05-44be-8637-8362974dad8b,Grabber Jammer,Mars,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_193_PXQ9229CMHHP_en.png,Your opponent’s keys cost +1<A>.Fight/Reap: Capture 1<A>.,Robot,0,4,1,Common,“Mine!”,193,341,False
211c5213-7838-4292-b9c4-fb3a663898ee,Yxilx Dominator,Mars,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_205_GPCHG3XCV2MV_en.png,Taunt. (This creature’s neighbors cannot be attacked unless they have taunt.)Yxilx Dominator enters play stunned. ,Robot,0,9,1,Common,Core power online. Stand by for domination. ,205,341,False
2ec5cbf6-3c41-41ef-9cb7-33a0601fd607,Quixo the “Adventurer”,Logos,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_144_7XJ66GGGX9P3_en.png,"Skirmish. (When you use this creature to fight, it is dealt no damage in return.)Fight: Draw a card.",Human • Scientist,0,3,0,Common,“...I’ll leave this part out of the memoir.”,144,341,False
817edf75-e91d-4b18-8c5a-d33e3759aeae,Shooler,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_96_4J8576237M3X_en.png,"Play: If your opponent has 4<A> or more, steal 1<A>.",Demon,0,5,0,Common,"“Demons only take, never give.” - The Sanctified Scroll",96,341,False
98fca3bb-b74c-4563-876b-7c9e942e8254,Cooperative Hunting,Untamed,Action,https://cdn.keyforgegame.com/media/card_front/en/341_319_75P9X98FJQHV_en.png,Play: Deal 1<D> for each friendly creature in play. You may divide this damage among any number of creatures.,,0,0,0,Common,“It sure beats uncooperative hunting!”,319,341,False
e1312fbf-c297-4d9f-b403-2d892271de62,Smaaash,Brobnar,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_46_MXF2PV92XQPW_en.png,Play: Stun a creature.,Giant,0,5,0,Common,“I’m not sure he knows any other words.” ,46,341,False
365b2432-0b7f-4f67-9fa6-e4b726de5c4e,Flame-Wreathed,Dis,Upgrade,https://cdn.keyforgegame.com/media/card_front/en/341_106_4G49CMC5XCX4_en.png,"This creature gets +2 power and gains hazardous 2. (Before this creature is attacked, deal 2<D> to the attacking enemy.)",,1,0,0,Uncommon,,106,341,False
0bd7cbf7-7d34-4a45-9049-217146229968,Orbital Bombardment,Mars,Action,https://cdn.keyforgegame.com/media/card_front/en/341_172_4CX23PH9H69J_en.png,"Play: Reveal any number of Mars cards from your hand. For each card revealed this way, deal 2<D> to a creature. (You may choose a different creature each time.)",,1,0,0,Uncommon,,172,341,False
3a0c1861-3d38-4167-b0c1-afaa9cbe5e50,Noddy the Thief,Shadows,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_306_6374XF5G5XMR_en.png,"Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Action: Steal 1<A>.",Elf • Thief,0,2,0,Common,,306,341,False
74d1da3a-9d90-43ea-8ead-f7968c4d562d,Regrowth,Untamed,Action,https://cdn.keyforgegame.com/media/card_front/en/341_332_R2GQWP4RXCM4_en.png,Play: Return a creature from your discard pile to your hand.,,1,0,0,Common,"“Deep in the heart of every bear, one can find...another bear.” -Dr. Escotera",332,341,False
2a6e3e67-3c67-48c8-8ff3-b16896b14550,Silent Dagger,Shadows,Upgrade,https://cdn.keyforgegame.com/media/card_front/en/341_318_CGCC5XW8VF69_en.png,"This creature gains, “Reap: Deal 4<D> to a flank creature.”",,1,0,0,Uncommon,,318,341,False
1ef96099-4703-4883-9c55-9102e829797a,Shield of Justice,Sanctum,Action,https://cdn.keyforgegame.com/media/card_front/en/341_225_8WXGHPQGX9V_en.png,"Play: For the remainder of the turn, each friendly creature cannot be dealt damage.",,1,0,0,Common,,225,341,False
e9aefff3-acef-41e3-8258-182588f2b24c,Unguarded Camp,Brobnar,Action,https://cdn.keyforgegame.com/media/card_front/en/341_17_64F73PR27H7P_en.png,"Play: For each creature you have in excess of your opponent, a friendly creature captures 1<A>. Each creature cannot capture more than 1<A> this way.",,1,0,0,Uncommon,,17,341,False
8754c688-6d87-4372-bbec-349e4e4bdded,Hidden Stash,Shadows,Action,https://cdn.keyforgegame.com/media/card_front/en/341_271_3CCM38JM8932_en.png,Play: Archive a card.,,1,0,0,Uncommon,“Now where did you put that...”,271,341,False
3a3783ea-b5c4-407d-b3c7-0003c562a9aa,Hunting Witch,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_367_54RJ37XJPQ2_en.png,"Each time you play another creature, gain 1<A>.",Human • Witch,0,2,0,Common,“What is it? Is it food?”,367,341,False
86db8510-2854-440b-8ee5-559855bb7d2c,Gauntlet of Command,Brobnar,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_22_5F6F47CPQM7J_en.png,Action: Ready and fight with a friendly creature.,Item,0,0,0,Common,“I said ‘take me to your leader’ and got a fist to the face.”  –Captain Val Jericho,22,341,False
5a1ee413-4b39-467f-a0bf-e5935f1edf9b,Dr. Escotera,Logos,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_140_GGR9WQGX52CC_en.png,Play: Gain 1<A> for each forged key your opponent has.,Cyborg • Scientist,0,4,0,Common,"“Interesting reaction, but what does it mean?”",140,341,False
d837b336-ae38-405b-b9d3-fc8583c770a0,Fogbank,Untamed,Action,https://cdn.keyforgegame.com/media/card_front/en/341_322_9RH25FHMC26H_en.png,Play: Your opponent cannot use creatures to fight on their next turn.,,1,0,0,Uncommon,,322,341,False
9644c85a-12a7-44ff-a8bb-877dddb46995,Three Fates,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_71_5P29489P6443_en.png,Play: Destroy the 3 most powerful creatures. ,,1,0,0,Uncommon,“Destitution. Dereliction. Defenestration.”,71,341,False
f5cbdafd-487d-453b-96bb-a09378d1359f,Charge!,Sanctum,Action,https://cdn.keyforgegame.com/media/card_front/en/341_214_X3RQF994MG6R_en.png,"Play: For the remainder of the turn, each creature you play gains, “Play: Deal 2<D> to an enemy creature.”",,1,0,0,Rare,,214,341,False
23a96d73-4eb2-4c45-9550-8207145eb587,Lash of Broken Dreams,Dis,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_75_5WF77V8WRRPP_en.png,Action: Keys cost +3<A> during your opponent’s next turn.,Weapon,0,0,0,Common,"“At first, I thought that nothing could harm an Archon.”  –Captain Val Jericho",75,341,False
6b113c63-c8e0-4c52-9973-b94263d2bf0d,Stealer of Souls,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_98_JJGJFX44Q6GF_en.png,"After an enemy creature is destroyed fighting Stealer of Souls, purge that creature and gain 1<A>.",Demon,0,6,0,Uncommon,,98,341,False
11663693-8a10-4783-9f89-47f43c49bfa3,Shadow Self,Shadows,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_310_C33C4J4W6726_en.png,Shadow Self deals no damage when fighting.  Damage dealt to non-Specter neighbors is dealt to Shadow Self instead.,Specter,0,9,0,Common,,310,341,False
8c763540-bb69-47aa-be43-4a8ace89864c,Bouncing Deathquark,Logos,Action,https://cdn.keyforgegame.com/media/card_front/en/341_107_X3G2GX9QW86R_en.png,"Play: Destroy an enemy creature and a friendly creature. You may repeat this effect as many times as you like, as long as it is possible to repeat the entire effect.",,0,0,0,Uncommon,,107,341,False
eec2bfbf-d019-4a7f-a0fa-2b8c8f16cd8d,Lord Golgotha,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_252_VXMWR7MR5CW9_en.png,Before Fight: Deal 3<D> to each neighbor of the creature Lord Golgotha fights.,Knight • Spirit,0,5,2,Rare,“Enlightened” does not mean “peaceful.”,252,341,False
dc0ba4ea-6f6e-475f-899c-88ad45ccae94,Niffle Ape,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_363_3RCHH4F7H4XF_en.png,"While Niffle Ape is attacking, ignore taunt and elusive.",Beast • Niffle,0,3,0,Common,“Did it just say Niffle?” –Captain Val Jericho,363,341,False
3b1f7db9-1c5a-4e15-a771-a4a45bd8fb0e,Mooncurser,Shadows,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_304_3QMPPH48XHXJ_en.png,Skirmish. Poison.Fight: Steal 1<A>.,Elf • Thief,0,1,0,Uncommon,"Dark of night, thieves’ delight.",304,341,False
78f28f49-8edb-4333-bd22-308a229f200f,Imperial Traitor,Shadows,Action,https://cdn.keyforgegame.com/media/card_front/en/341_272_9W52QM6RM94X_en.png,Play: Look at your opponent’s hand. You may choose and purge a Sanctum card in it.,,1,0,0,Rare,,272,341,False
63f67670-16fb-4381-a859-c47920a847a6,The Warchest,Brobnar,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_27_5G98X8WW3V6G_en.png,Action: Gain 1<A> for each enemy creature that was destroyed in a fight this turn.,Item,0,0,0,Uncommon,"It doesn’t matter what the treasure is, only how it was won.",27,341,False
03c4165e-a0bb-4fd5-b6a8-e3d9aec0551e,Urchin,Shadows,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_315_7MCP67W84FWX_en.png,"Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Play: Steal 1<A>.",Elf • Thief,0,1,0,Common,,315,341,False
0c3231e1-1230-4e7d-890e-6d3149125de2,Headhunter,Brobnar,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_35_M3H9MVCF63W7_en.png,Fight: Gain 1<A>.,Giant,0,5,0,Common,"“I mean, I think it’s a head...”",35,341,False
9b079369-608a-430a-9b08-9f2d6b32435b,Ammonia Clouds,Mars,Action,https://cdn.keyforgegame.com/media/card_front/en/341_160_VQMVCX37C6XQ_en.png,Play: Deal 3<D> to each creature.,,0,0,0,Common,Partly cloudy with a chance of acid rain.,160,341,False
2dc8f61d-c691-4204-b2b5-5115790d0ba8,Inka the Spider,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_356_QW7GHMXR5HJ8_en.png,Poison. (Any damage dealt by this creature’s power during a fight destroys the damaged creature.)Play/Reap: Stun a creature.,Beast,0,1,0,Rare,“Let me weave you a tale.”,356,341,False
eaae7cd5-62bd-4438-aedb-8309974535df,Ulyq Megamouth,Mars,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_200_CM3V8FW8C2PG_en.png,Fight/Reap: Use a friendly non-Mars creature.,Martian • Scientist,0,3,0,Common,“GLORY BE TO MARS!” ,200,341,False
ff104cf4-f99d-4021-a570-dd949e559e97,Zyzzix the Many,Mars,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_207_C938GRH2C993_en.png,"Fight/Reap: You may reveal a creature from your hand. If you do, archive it and Zyzzix the Many gets three +1 power counters.",Martian • Soldier,0,3,0,Common,,207,341,False
f51e8ec0-ab0e-46a8-a5f5-680039d6e664,Interdimensional Graft,Logos,Action,https://cdn.keyforgegame.com/media/card_front/en/341_112_VWRCJXGG9J99_en.png,"Play: If an opponent forges a key on their next turn, they must give you their remaining <A>.",,1,0,0,Uncommon,,112,341,False
750a9323-9c07-4ae7-be5e-79367b4a2a8d,Annihilation Ritual ,Dis,Artifact,https://cdn.keyforgegame.com/media/card_front/en/341_72_H2HJ8R9HF5C_en.png,"When a creature would enter a discard pile from play, it is purged instead.",Power,1,0,0,Rare,,72,341,False
36b15919-4938-4e83-b57e-ae3a6b83cbbd,Raiding Knight,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_255_HX7GPH8C78C2_en.png,Play: Capture 1<A>.,Human • Knight,0,4,2,Common,“Sacred Æmber is not meant for hands such as thine.” ,255,341,False
dc6344a9-0486-4926-a820-d99eb2151c7f,Ancient Bear,Untamed,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_345_V9F9WCXJ5VHR_en.png,"Assault 2.(Before this creature attacks, deal 2<D> to the attacked enemy.)",Beast,0,5,0,Common,"”And when I say ‘bear,’ I mean it in the loosest of terms.” – Quixo the “Adventurer”",345,341,False
d988a134-ff29-40f7-bac7-3fd49fe525f8,Nexus,Shadows,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_305_7QJVVWFQJPHJ_en.png,"Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Reap: Use an opponent’s artifact as if it were yours.",Cyborg • Thief,0,3,0,Common,,305,341,False
a8a3578c-7a61-4e15-90ac-483daf2aff16,Vezyma Thinkdrone,Mars,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_202_99C5PXMWC2M7_en.png,Reap: You may archive a friendly creature or artifact from play.,Martian • Scientist,0,3,0,Common,Nothing helps me think like wanton destruction.,202,341,False
f97316b0-75a4-45a4-8735-15e72cc1568c,Dust Imp,Dis,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_83_9V7X379WFV8V_en.png,Destroyed: Gain 2<A>.,Imp,0,2,0,Common,"When the demon’s away, the imps will play.",83,341,False
23508e89-0431-45d1-9692-192c6dffeb5a,Ghostly Hand,Shadows,Action,https://cdn.keyforgegame.com/media/card_front/en/341_270_5MJXHHP7VWWG_en.png,"Play: If your opponent has exactly 1<A>, steal it.",,2,0,0,Common,"“I felt a little bad stealing from the Microputians, but only a little.” – Noddy the Thief",270,341,False
a2d750fc-aea3-48a6-ba18-5358fff7148e,Francus,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_243_PFW5PH796X2W_en.png,"After an enemy creature is destroyed fighting Francus, Francus captures 1<A>.",Knight • Spirit,0,6,1,Uncommon,,243,341,False
ab58367b-51db-4ba0-926e-e4d562f7e4bd,Hayyel the Merchant,Sanctum,Creature,https://cdn.keyforgegame.com/media/card_front/en/341_245_7MHFM8Q84QMX_en.png,"Each time you play an artifact, gain 1<A>.",Human • Merchant,0,3,0,Rare,"“The Enlightened are above haggling. Me, on the other hand…”",245,341,False
892c0a68-5213-48b2-8883-2ac3c97ac83c,Arise!,Dis,Action,https://cdn.keyforgegame.com/media/card_front/en/341_54_F9GHFCWJ233R_en.png,Play: Choose a house. Return each creature of that house from your discard pile to your hand. Gain 1 chain.,,0,0,0,Common,,54,341,False
9c613507-63b6-447b-9df5-a72a5d62fdf3,Warsong,Brobnar,Action,https://cdn.keyforgegame.com/media/card_front/en/341_18_Q84XVC2GVCPR_en.png,"Play: For the remainder of the turn, gain 1<A> each time a friendly creature fights.",,0,0,0,Common,,18,341,False
